Streifen,GI_251007,GI_251201,GI_260304,MGRVI_260304,MGRVI_COLOR_260304,GI_260306,MGRVI_260306,MGRVI_COLOR_260306,GI_251203,MGRVI_251203,MGRVI_COLOR_251203,MGRVI_251201,MGRVI_COLOR_251201
Forsthaus_Unten 75,,,,,,0.3959654085201834,0.0579837511103,#a3e635,,,,,
Forsthaus_Unten 76,,,,,,0.4015223880208557,0.0726635349559483,#a3e635,,,,,
Forsthaus_Unten 77,,,,,,0.3599024213127439,-0.065427709513225,#eab308,,,,,
Forsthaus_Unten 78,,,,,,0.3978566128774457,0.0612758608472025,#a3e635,,,,,
Forsthaus_Unten 79,,,,,,0.3909315197610454,0.0423376459820289,#a3e635,,,,,
Forsthaus_Unten 80,,,,,,0.3944590942743404,0.0460732129562072,#a3e635,,,,,
Forsthaus_Unten 81,,,,,,0.4101237424219385,0.090859132117402,#a3e635,,,,,
Forsthaus_Unten 82,,,,,,0.3941331855797756,0.0422437487669308,#a3e635,,,,,
Forsthaus_Unten 83,,,,,,0.3604794039813521,-0.0723387218146851,#eab308,,,,,
Forsthaus_Unten 84,,,,,,0.4003355814201593,0.0633479510644608,#a3e635,,,,,
Forsthaus_Unten 85,,,,,,0.4038006064570659,0.0828560438196314,#a3e635,,,,,
Forsthaus_Unten 86,,,,,,0.4073214057900494,0.0891008968400399,#a3e635,,,,,
Forsthaus_Unten 87,,,,,,0.4023207142184395,0.0737283936494854,#a3e635,,,,,
Forsthaus_Unten 88,,,,,,0.4112223888359535,0.104813028216199,#a3e635,,,,,
Forsthaus_Unten 89,,,,,,0.4084978032313955,0.0972545902790023,#a3e635,,,,,
Forsthaus_Unten 90,,,,,,0.4136499379292429,0.1121079107846804,#a3e635,,,,,
Forsthaus_Unten 91,,,,,,0.3987704712938433,0.0680646949396706,#a3e635,,,,,
Forsthaus_Unten 92,,,,,,0.4122071058984156,0.1033210121044346,#a3e635,,,,,
Forsthaus_Unten 93,,,,,,0.4058444664740434,0.083696400529367,#a3e635,,,,,
Forsthaus_Unten 94,,,,,,0.4342243269135731,0.1488278516899404,#a3e635,,,,,
Forsthaus_Unten 95,,,,,,0.4152519249345996,0.1004881288464487,#a3e635,,,,,
Forsthaus_Unten 96,,,,,,0.4093186540706982,0.0886688509865709,#a3e635,,,,,
Forsthaus_Unten 97,,,,,,0.404254392304443,0.0737952635311755,#a3e635,,,,,
Forsthaus_Unten 98,,,,,,0.4083396209057608,0.0847215994736271,#a3e635,,,,,
Forsthaus_Unten 99,,,,,,0.4117458615403401,0.0902405932713716,#a3e635,,,,,
HausEiche 01,,,0.3471274127203388,-0.1003494934750216,#eab308,,,,0.3498833073834732,-0.085086858424101,#eab308,,
HausEiche 02,,,0.3432821493819892,-0.1041987797849592,#eab308,,,,0.340178967796248,-0.1092162485898327,#eab308,,
HausEiche 03,,,0.3401523052117475,-0.1042615996815389,#eab308,,,,0.3360041289003126,-0.1501961120732928,#eab308,,
HausEiche 04,,,0.3503466595313774,-0.0721111633622992,#eab308,,,,0.3471316485379619,-0.0884160135583149,#eab308,,
HausEiche 05,,,0.3626800437142083,-0.0547300998282507,#eab308,,,,0.3597392063341682,-0.014840642838126,#eab308,,
HausEiche 06,,,0.3529751273502074,-0.0790354645593649,#eab308,,,,0.3510826799707969,-0.0531223830928742,#eab308,,
HausEiche 07,,,0.3799228034450845,-0.002648773292777,#eab308,,,,0.3689718431877842,0.0225588632754456,#a3e635,,
HausEiche 08,,,0.3767791895844303,-0.0147862163445092,#eab308,,,,0.4071213413855187,0.1443385910843714,#a3e635,,
HausEiche 09,,,0.4538813107488084,0.264977772975091,#4ade80,,,,0.3856969500018223,0.1899986397466634,#a3e635,,
HausEiche 10,,,0.4488541759442099,0.2548397345365443,#4ade80,,,,0.3731801249355634,0.1454598639921759,#a3e635,,
HausEiche 11,,,0.4431166956896633,0.2433350405382262,#4ade80,,,,0.3677197211766401,0.1267953849093026,#a3e635,,
HausEiche 12,,,0.4511086829753765,0.2595165347353322,#4ade80,,,,0.3792611665694245,0.1659085632120723,#a3e635,,
HausEiche 13,,,0.443369567600426,0.2360424936875393,#4ade80,,,,0.3741698803071664,0.1450270777489286,#a3e635,,
HausEiche 14,,,0.3930693359459273,0.064768712811074,#a3e635,,,,0.355403096457164,0.0232757873559787,#a3e635,,
HausEiche 15,,,0.3217797340134944,-0.167849597766116,#eab308,,,,0.3521562207994111,-0.0078293530781094,#eab308,,
HausEiche 16,,,0.3382852117063109,-0.0620698120064665,#eab308,,,,0.3273112576209132,-0.1044220229553151,#eab308,,
HausEiche 17,,,0.3239726325445287,-0.1736279045975458,#eab308,,,,0.3219794898819841,-0.1022614674476111,#eab308,,
HausEiche 18,,,0.3353359598693853,-0.1457357762387588,#eab308,,,,0.3466694382992523,0.0060467668258657,#a3e635,,
HausEiche 19,,,0.4095270588340677,0.1204055680387907,#a3e635,,,,0.3590936597387854,0.06411575831289,#a3e635,,
HausEiche 20,,,0.4141825492572691,0.1492740847308533,#a3e635,,,,0.3619917212402906,0.0793876453615959,#a3e635,,
HausEiche 21,,,0.4020562501305236,0.122893848135422,#a3e635,,,,0.3612419628601175,0.0622417399133502,#a3e635,,
HausEiche 22,,,0.400291983197947,0.1223907187018848,#a3e635,,,,0.3621213548330567,0.0650220666622352,#a3e635,,
HausEiche 23,,,0.4056804592859061,0.1281476582957397,#a3e635,,,,0.366004107708996,0.0737821982181844,#a3e635,,
HausEiche 24,,,0.3998707577859592,0.1135123571198935,#a3e635,,,,0.3671480779098329,0.073895006054314,#a3e635,,
HausEiche 25,,,0.3959858290856051,0.1062492996449176,#a3e635,,,,0.366274568689619,0.0731123370125095,#a3e635,,
HausEiche 26,,,0.3973510236244284,0.1143684322854782,#a3e635,,,,0.3620946531734108,0.0600671529738157,#a3e635,,
HausEiche 27,,,0.3943677756562914,0.1109595528089506,#a3e635,,,,0.3568749729196666,0.0453617738152765,#a3e635,,
HausEiche 28,,,0.4005610748688216,0.1360489570194415,#a3e635,,,,0.3557210123919818,0.0454876818601837,#a3e635,,
HausEiche 29,,,0.4070489166278206,0.1546440160496256,#a3e635,,,,0.3568223644461795,0.0486139178789907,#a3e635,,
HausEiche 30,,,0.3684020878068921,-0.0007620957557801,#eab308,,,,0.3685020379633826,0.0487453259932153,#a3e635,,
HausEiche 31,,,0.3798150332728576,0.0345989970706789,#a3e635,,,,0.3828188539897378,0.1049830058600453,#a3e635,,
HausEiche 32,,,0.379327122159241,0.0464863923096998,#a3e635,,,,0.3750300075574568,0.0907102319434831,#a3e635,,
HausEiche 33,,,0.3822579851277732,0.0513206373861843,#a3e635,,,,0.3787105277852728,0.1062056919831528,#a3e635,,
HausEiche 34,,,0.3982590471634191,0.1152104900331644,#a3e635,,,,0.383711748885654,0.1383501741282811,#a3e635,,
HausEiche 35,,,0.3886071537659382,0.0675459315973993,#a3e635,,,,0.3946752748568711,0.1721096724524171,#a3e635,,
HausEiche 36,,,0.3715163889803812,0.0121387939688734,#a3e635,,,,0.3809445914128317,0.1163462845787834,#a3e635,,
HausEiche 37,,,0.3670061534140056,-0.0131127717455371,#eab308,,,,0.3724404667664739,0.0718945477758225,#a3e635,,
HausEiche 38,,,0.3617159535947203,-0.0224261597194622,#eab308,,,,0.3758691065273279,0.0854596235967134,#a3e635,,
HausEiche 39,,,0.3507165878106637,-0.0431641421676467,#eab308,,,,0.3637014342845431,0.0433145649541424,#a3e635,,
HausEiche 40,,,0.344324155785301,-0.0628749227389344,#eab308,,,,0.3537600094221593,-0.042938216380583,#eab308,,
HausEiche 41,,,0.3481577183276197,-0.0509357727644463,#eab308,,,,0.3577635768956587,-0.0487968618531672,#eab308,,
HausEiche 42,,,0.3439509577642157,-0.0662763656034624,#eab308,,,,0.3539330828341218,-0.0749934076540364,#eab308,,
HausEiche 43,,,0.342838632085018,-0.0667226246240271,#eab308,,,,0.3530212089920647,-0.0787642075692243,#eab308,,
HausEiche 44,,,0.349021486267053,-0.0535190115462238,#eab308,,,,0.3591994275873226,-0.060291083791558,#eab308,,
HausEiche 45,,,0.3805346212835788,0.0943531495736543,#a3e635,,,,0.3478928934196089,-0.0220540521528458,#eab308,,
HausEiche 46,,,0.3878643050017702,0.1193595239790247,#a3e635,,,,0.3501046190105893,-0.0050304549269638,#eab308,,
HausEiche 47,,,0.3843768157793289,0.1181357956578608,#a3e635,,,,0.3458251463507384,-0.0205063816224405,#eab308,,
HausEiche 48,,,0.3920905451704695,0.1304148337017201,#a3e635,,,,0.3507970144159266,-0.0054381230056343,#eab308,,
HausEiche 49,,,0.4030563740924813,0.1537561453884397,#a3e635,,,,0.3637678738426687,0.0359812931520633,#a3e635,,
HausEiche 50,,,0.4033658189569725,0.1543269963682271,#a3e635,,,,0.3579899531941788,0.0162880343506298,#a3e635,,
HausEiche 51,,,0.3931613735278011,0.1289455967837513,#a3e635,,,,0.351844962779314,-0.007498901175605,#eab308,,
HausEiche 52,,,0.3863726017165302,0.0961974132745368,#a3e635,,,,0.3602179738070508,0.0180596492207724,#a3e635,,
HausEiche 53,,,0.4028022837953881,0.1023543134757511,#a3e635,,,,0.433682093934254,0.1986297413096798,#a3e635,,
HausEiche 54,,,0.3897504510847412,0.0750514766575689,#a3e635,,,,0.4195072813514262,0.1545795198348106,#a3e635,,
HausEiche 55,,,0.3950030299344789,0.0423984785990997,#a3e635,,,,0.4253181847227508,0.1390773040845469,#a3e635,,
HausEiche 56,,,0.4293136694263273,0.0635806697192544,#a3e635,,,,0.4343854789578841,0.1776666109789696,#a3e635,,
MarketGarden 10,0.3823703845371558,,0.348036524639398,-0.0982890489622375,#eab308,,,,0.3405439428452172,-0.1704929108127798,#eab308,,
MarketGarden 100,0.3452530505072054,,0.4614819239777313,0.2517367491720958,#4ade80,,,,0.37982468891764,0.0071349260946751,#a3e635,,
MarketGarden 101,0.4787794129620847,,0.3979829742067764,0.0566018632469711,#a3e635,,,,0.3718805040652922,-0.1127777239885044,#eab308,,
MarketGarden 102,0.3328205784402566,,0.4716177035437099,0.2425614484410883,#4ade80,,,,0.3950714150477834,0.0631437419068773,#a3e635,,
MarketGarden 103,0.3472814562259063,,0.4680144356257379,0.2088660273365861,#4ade80,,,,0.4050022233671054,0.0870272887988645,#a3e635,,
MarketGarden 104,0.472331024380594,,0.4168431404705987,0.0837846050845729,#a3e635,,,,0.3738438309006044,-0.0915037279165269,#eab308,,
MarketGarden 105,0.3345285729275808,,0.4689957614966465,0.2204922631270391,#4ade80,,,,0.3961663852285962,0.0652767073102969,#a3e635,,
MarketGarden 106,0.3338378142841323,,0.4661011087190379,0.2017550601605466,#4ade80,,,,0.3887708614022918,0.0393856533477075,#a3e635,,
MarketGarden 107,0.349583940463454,,0.4702234366035513,0.2183705950096691,#4ade80,,,,0.3827511675420389,0.0374415138220842,#a3e635,,
MarketGarden 108,0.4193994320404475,,0.3737805011493815,-0.0806042219257174,#eab308,,,,0.3813497718617129,-0.056401658752322,#eab308,,
MarketGarden 11,0.5581707015055235,,0.4805252082026045,0.2714769787879986,#4ade80,,,,0.4512183221549448,0.2143394943002909,#4ade80,,
MarketGarden 12,0.3403433951642124,,0.341253596350032,-0.0755030916744995,#eab308,,,,0.3318024439701539,-0.1432546276561601,#eab308,,
MarketGarden 13,0.3401916889009691,,0.3718901035704873,-0.0062322981198367,#eab308,,,,0.3382622517428707,-0.1214106061076466,#eab308,,
MarketGarden 14,0.5096188955244115,,0.3794982749706945,-0.0113170497484018,#eab308,,,,0.378978140813393,-0.0494953417464184,#eab308,,
MarketGarden 15,0.4960690355094797,,0.377670349612464,-0.0263496712851136,#eab308,,,,0.3693445387949642,-0.0832345674674733,#eab308,,
MarketGarden 16,0.4992760573464228,,0.3928144296210865,0.0110547073087073,#a3e635,,,,0.3758524629779822,-0.0495047170293953,#eab308,,
MarketGarden 17,0.4874237448331097,,0.3888161785068676,-0.0014049267584544,#eab308,,,,0.3797738696888542,-0.040746516547292,#eab308,,
MarketGarden 18,0.4291572463495003,,0.3432113977635568,-0.1085195957521352,#eab308,,,,0.3334958778699413,-0.2514774252865453,#f97316,,
MarketGarden 19,0.4308302017735775,,0.4623174882358831,0.1641245019716929,#a3e635,,,,0.449941269238305,0.2095658409322253,#4ade80,,
MarketGarden 20,0.412584216279161,,0.3380250663011946,-0.1131823466932599,#eab308,,,,0.3373377251074091,-0.2204562423960135,#f97316,,
MarketGarden 21,0.3990615017293238,,0.3257858852269117,-0.2016092668611125,#f97316,,,,0.3789505731791042,-0.0198333859676129,#eab308,,
MarketGarden 22,0.4268247298520443,,0.3577409843899792,-0.0344867398964049,#eab308,,,,0.33835308858126,-0.1574580973050159,#eab308,,
MarketGarden 23,0.4512179936115183,,0.4401510815840612,0.1525859543785826,#a3e635,,,,0.4276799167308434,0.1314982563174873,#a3e635,,
MarketGarden 24,0.4636506384308663,,0.3788719733641867,0.0088594934550189,#a3e635,,,,0.3620472737583717,-0.1114515278807222,#eab308,,
MarketGarden 25,0.4719449819483509,,0.3660384365958895,-0.0266036521557383,#eab308,,,,0.3536199383624259,-0.1281961360187503,#eab308,,
MarketGarden 26,0.4755375188245942,,0.388131769801703,0.032836944028377,#a3e635,,,,0.3615258727934562,-0.104302266982215,#eab308,,
MarketGarden 27,0.429514354991361,,0.4989140769723713,0.3220969283204038,#4ade80,,,,0.4724372469886876,0.2860825935000979,#4ade80,,
MarketGarden 28,0.4273188862402003,,0.3937647885552182,0.0698106314955983,#a3e635,,,,0.3880519071940302,-0.0004848135990068,#eab308,,
MarketGarden 29,0.4412819604847814,,0.3817557192193535,0.0355525564004316,#a3e635,,,,0.3864990856049928,-0.0070786675337525,#eab308,,
MarketGarden 30,0.485126189442145,,0.4293233387819472,0.168169625775746,#a3e635,,,,0.4236067675470691,0.1150131778029466,#a3e635,,
MarketGarden 31,0.5072075433460872,,0.4845296414911522,0.2888523567295069,#4ade80,,,,0.4601657968647521,0.2390656205405732,#4ade80,,
MarketGarden 32,0.4614566276275975,,0.4396166147610655,0.17810405240515,#a3e635,,,,0.4250199754796387,0.1237843290784164,#a3e635,,
MarketGarden 33,0.5589369542824366,,0.541517546817417,0.4369140765133973,#16a34a,,,,0.4974562552354568,0.3957567219327044,#4ade80,,
MarketGarden 34,0.44092479641058,,0.3765856009972983,-0.0041566337608062,#eab308,,,,0.3819725553047763,-0.0419907492171106,#eab308,,
MarketGarden 35,0.383728350278108,,0.3677326671400239,-0.0398732598237633,#eab308,,,,0.3389082652349825,-0.1837452151422106,#eab308,,
MarketGarden 36,0.3424770533367557,,0.4156909782350884,0.1002440670846274,#a3e635,,,,0.3712883621076308,-0.0422062629789245,#eab308,,
MarketGarden 37,0.3852701875008452,,0.4210350458602003,0.0981301960243975,#a3e635,,,,0.3959458545662486,-0.0021623432809934,#eab308,,
MarketGarden 38,0.3878402619446979,,0.3954108163944065,0.0313003429552785,#a3e635,,,,0.3890500051194244,0.0020149452555126,#a3e635,,
MarketGarden 39,0.3393708701809677,,0.330461979800887,-0.1465499194149281,#eab308,,,,0.3254501706002082,-0.1987337293054417,#eab308,,
MarketGarden 40,0.4053976471473226,,0.3475175199932211,-0.0900495154872177,#eab308,,,,0.3326604281082739,-0.207791539210189,#f97316,,
MarketGarden 41,0.4386450411828715,,0.3738991518285048,-0.0051859011333243,#eab308,,,,0.3410267035907055,-0.1608190050012377,#eab308,,
MarketGarden 42,0.435984591285771,,0.3840572810223737,0.0134712281104443,#a3e635,,,,0.3439276225002477,-0.1548724910720575,#eab308,,
MarketGarden 43,0.346689316347202,,0.3889666787908034,0.0029160198119864,#a3e635,,,,0.348282958253134,-0.1370086830488611,#eab308,,
MarketGarden 44,0.3754661792398878,,0.3326168927691715,-0.1291597700309907,#eab308,,,,0.3266710050462082,-0.262198588754647,#f97316,,
MarketGarden 45,0.4172339392550948,,0.3600853783402333,-0.0506677480761905,#eab308,,,,0.3567536515863585,-0.0976139520672486,#eab308,,
MarketGarden 46,0.3781446693563773,,0.3879940650722134,0.0279780965225921,#a3e635,,,,0.3618521430132353,-0.0401096847864939,#eab308,,
MarketGarden 47,0.4471129109528194,,0.3930340803148803,0.0572577474030831,#a3e635,,,,0.3825841818795592,0.1470121822620793,#a3e635,,
MarketGarden 48,0.4430026447134552,,0.4498681929201242,0.2061407202663207,#4ade80,,,,0.4351931362052975,0.1778848253603713,#a3e635,,
MarketGarden 49,0.3371419938179082,,0.3208346694796777,-0.1820464271658929,#eab308,,,,0.3216707996396432,-0.1877586002826133,#eab308,,
MarketGarden 5,0.4226605009488614,,0.5280274017675873,0.4276812213584525,#16a34a,,,,0.4705467202163926,0.2985937718003983,#4ade80,,
MarketGarden 50,0.3349511563000701,,0.3150433201032359,-0.2044612376801877,#f97316,,,,0.3209937358839003,-0.178461859714983,#eab308,,
MarketGarden 51,0.4368128675122424,,0.3351946375284478,-0.0863063129684953,#eab308,,,,0.3261754692940855,-0.2122269393380695,#f97316,,
MarketGarden 52,0.3359259915418922,,0.3737042102048887,0.0264133228434122,#a3e635,,,,0.3333534025711689,-0.1607858025414984,#eab308,,
MarketGarden 53,0.3331008830728805,,0.3374050023750037,-0.0809890013388812,#eab308,,,,0.3265546557488029,-0.1987179394123391,#eab308,,
MarketGarden 54,0.3352795308575739,,0.3408099442308471,-0.0755271774722264,#eab308,,,,0.325018434468754,-0.2125285316022165,#f97316,,
MarketGarden 55,0.3316061055033554,,0.3375310155101124,-0.0930208353249329,#eab308,,,,0.3266026731654272,-0.215981900023002,#f97316,,
MarketGarden 56,0.334957365668784,,0.3321919058547883,-0.1103504024721612,#eab308,,,,0.3252157546656208,-0.2173584071305737,#f97316,,
MarketGarden 57,0.3428195894449304,,0.4348396656679016,0.1748490735693549,#a3e635,,,,0.361715526657022,-0.0607488083284796,#eab308,,
MarketGarden 58,0.3396491898656369,,0.3301360304939042,-0.1806944716733825,#eab308,,,,0.3487251724818204,-0.1052949089456076,#eab308,,
MarketGarden 59,0.3368650854067258,,0.3274558042239872,-0.1834572777145149,#eab308,,,,0.3429622030540361,-0.1248571316905339,#eab308,,
MarketGarden 6,0.3511530312235889,,0.4767735448492876,0.3031525168105372,#4ade80,,,,0.4019981479741449,0.1251382644577361,#a3e635,,
MarketGarden 60,0.3350368664323654,,0.3226196031817884,-0.2091828235455613,#f97316,,,,0.3443561264673628,-0.1198400586956463,#eab308,,
MarketGarden 61,0.3498926583543581,,0.326916441429166,-0.1912988602891436,#eab308,,,,0.3489239512351738,-0.0933646020596579,#eab308,,
MarketGarden 62,0.4323397200215019,,0.4124103958725452,0.104382425630458,#a3e635,,,,0.3921682570125895,0.033417027212142,#a3e635,,
MarketGarden 63,0.4698106301479888,,0.3799178293030134,0.0107631342858309,#a3e635,,,,0.3853693357857089,-0.000156806180108,#eab308,,
MarketGarden 64,0.5117345478010517,,0.3551407131788675,-0.1127602479225318,#eab308,,,,0.4563126336237184,0.2492638132558331,#4ade80,,
MarketGarden 65,0.4297391123648971,,0.3697025084617951,-0.0167653358746663,#eab308,,,,0.3491298827779796,-0.1169561165499118,#eab308,,
MarketGarden 66,0.4180494409237532,,0.3771732246100161,-0.0050738625348585,#eab308,,,,0.3455810309476237,-0.1387650166058365,#eab308,,
MarketGarden 67,0.3459376652227334,,0.4637383238405299,0.274968797746758,#4ade80,,,,0.3833080860191984,0.0402581323713791,#a3e635,,
MarketGarden 68,0.3374824230183713,,0.4576946575209173,0.2638537998556444,#4ade80,,,,0.3743068204079779,0.021670472414344,#a3e635,,
MarketGarden 69,0.3440785214010803,,0.4585262136073637,0.254427845423026,#4ade80,,,,0.4067260155940432,0.1198438399892944,#a3e635,,
MarketGarden 7,0.3369042004344513,,0.3612772148549562,-0.000248814307087,#eab308,,,,0.33611529376907,-0.1049702429551341,#eab308,,
MarketGarden 70,0.3379501620150903,,0.4622944629160694,0.2759676176517827,#4ade80,,,,0.3804448795436873,0.0337929247526821,#a3e635,,
MarketGarden 71,0.3325426181518569,,0.4545928822243876,0.269593934315098,#4ade80,,,,0.3694522957473979,0.0026593264426056,#a3e635,,
MarketGarden 72,0.3345385164637087,,0.4578169178731817,0.2641269802418951,#4ade80,,,,0.3791570480406681,0.0457458225586435,#a3e635,,
MarketGarden 73,0.3459884312932071,,0.3629851194921731,-0.0269617576619269,#eab308,,,,0.3422746970675906,-0.1169799402680446,#eab308,,
MarketGarden 74,0.4536199489916314,,0.3533595892663168,-0.0647318832390919,#eab308,,,,0.374604749512197,-0.0395540719666322,#eab308,,
MarketGarden 75,0.3941408844551142,,0.332783531914166,-0.1302888710066065,#eab308,,,,0.3344579630190108,-0.0945277795757197,#eab308,,
MarketGarden 76,0.4030219069926471,,0.3354711308351482,-0.1216327981165197,#eab308,,,,0.3328828745566766,-0.0941856495105084,#eab308,,
MarketGarden 77,0.423289709241234,,0.385747748308561,0.0232955510111529,#a3e635,,,,0.3665223420292242,-0.0774923774754032,#eab308,,
MarketGarden 78,0.3462504602307715,,0.3619046909320945,-0.0357166790042321,#eab308,,,,0.3392408955586741,-0.1184407177800437,#eab308,,
MarketGarden 79,0.4155729759061916,,0.406572242142822,0.0738288520032621,#a3e635,,,,0.3615443110960603,-0.1160612587243552,#eab308,,
MarketGarden 8,0.3385899743735822,,0.450109210785841,0.263571188459594,#4ade80,,,,0.3742684324856763,0.0326631981042654,#a3e635,,
MarketGarden 80,0.4840120674826259,,0.3635744637775059,-0.0428714987522734,#eab308,,,,0.4096823456108657,0.1216602415169203,#a3e635,,
MarketGarden 81,0.4433393008746731,,0.4511722058016987,0.1624822239592946,#a3e635,,,,0.4039086320675778,0.0360837405471568,#a3e635,,
MarketGarden 82,0.3394740557894378,,0.3533035313001015,-0.0753374774641537,#eab308,,,,0.3277617344314478,-0.1587385590103907,#eab308,,
MarketGarden 83,0.4050658747851109,,0.3858256850740642,0.0002304463764164,#a3e635,,,,0.3641915360212039,-0.0821741345863163,#eab308,,
MarketGarden 84,0.422314943805719,,0.3808481392391563,-0.0175173396458278,#eab308,,,,0.3829094161883087,-0.0158427628956038,#eab308,,
MarketGarden 85,0.3979845879048334,,0.3959228354929968,0.0099965319066288,#a3e635,,,,0.3690856810652941,-0.0815518051660199,#eab308,,
MarketGarden 86,0.3755190308548218,,0.4134108420030433,0.0844397022740594,#a3e635,,,,0.3680409201597371,-0.0458785276765325,#eab308,,
MarketGarden 87,0.4476308692321782,,0.3619069488181583,-0.0643436756982613,#eab308,,,,0.3875976250930881,0.0242455513999401,#a3e635,,
MarketGarden 88,0.4366626276489411,,0.3709396914068228,-0.0272700190996251,#eab308,,,,0.3679171321180448,-0.0641005531095514,#eab308,,
MarketGarden 89,0.4391696377876321,,0.3316076126458978,-0.144189212947454,#eab308,,,,0.3580995475581873,-0.1057367231028689,#eab308,,
MarketGarden 9,0.3375911904974188,,0.4672931223041672,0.2825762470341945,#4ade80,,,,0.3793489137294046,0.0396047940006584,#a3e635,,
MarketGarden 90,0.4257773600665872,,0.3632084731598302,-0.0535676808360222,#eab308,,,,0.3666865838132318,-0.0610298078595507,#eab308,,
MarketGarden 91,0.3413282581040749,,0.4667099639260936,0.2194408706477246,#4ade80,,,,0.3975450812118783,0.0717660141741848,#a3e635,,
MarketGarden 92,0.3468576533434396,,0.4611333575063348,0.228622799773138,#4ade80,,,,0.3650309436674763,-0.0183240897620693,#eab308,,
MarketGarden 93,0.3388933327574036,,0.4582368332441285,0.2200315142636226,#4ade80,,,,0.3581705984074914,-0.0415034060944394,#eab308,,
MarketGarden 94,0.3408980651681152,,0.4562734127041143,0.2192932195334171,#4ade80,,,,0.3622512122872118,-0.0288304127316945,#eab308,,
MarketGarden 95,0.3414098350546738,,0.4937043888948269,0.3259635237188608,#4ade80,,,,0.3958284943220628,0.080995863840913,#a3e635,,
MarketGarden 96,0.3319352146158876,,0.4839260674146683,0.3157808021018303,#4ade80,,,,0.3869909716184412,0.050292506223551,#a3e635,,
MarketGarden 97,0.3353384696064461,,0.4604068705205688,0.2469267358158135,#4ade80,,,,0.3682296144078207,-0.0326186685595763,#eab308,,
MarketGarden 98,0.3468169441263652,,0.4577408796414651,0.237928727818221,#4ade80,,,,0.3748374462314512,-0.0133108957033522,#eab308,,
MarketGarden 99,0.3370509700289297,,0.4604886183052915,0.2506143502088926,#4ade80,,,,0.3806489908632078,0.0101914861524854,#a3e635,,
SchopfMoor 01,,,0.3389953113958145,-0.0713553101117053,#eab308,,,,0.3495528350161672,-0.0738389980293199,#eab308,,
SchopfMoor 02,,,0.3422022854095022,-0.0592782832764891,#eab308,,,,0.35011454051309,-0.0566837642341731,#eab308,,
SchopfMoor 03,,,0.34555632437088,-0.0484904581928876,#eab308,,,,0.3499123041505866,-0.0463454252522124,#eab308,,
SchopfMoor 04,,,0.3609973383908646,-0.0041559571547005,#eab308,,,,0.3680616031059369,0.0197393227379863,#a3e635,,
SchopfMoor 05,,,0.3642604484715654,0.0038124815234221,#a3e635,,,,0.3701273808134761,0.0110108213861758,#a3e635,,
SchopfMoor 06,,,0.3697595343377177,0.0154549161207254,#a3e635,,,,0.3785365850759041,0.0345799063738948,#a3e635,,
SchopfMoor 07,,,0.3827642326481203,0.1327087091341958,#a3e635,,,,0.3752501217962813,0.1453541423742369,#a3e635,,
SchopfMoor 08,,,0.4190741063658459,0.2406286349491264,#4ade80,,,,0.3861676453345884,0.1898495092943737,#a3e635,,
SchopfMoor 09,,,0.4149847936738638,0.2267804171293635,#4ade80,,,,0.3867050205182694,0.1965139697745747,#a3e635,,
SchopfMoor 10,,,0.3579242117491474,0.0474554420234702,#a3e635,,,,0.3430403365157035,0.0240718581550793,#a3e635,,
SchopfMoor 11,,,0.392624759825638,0.1683276122566963,#a3e635,,,,0.3661087681341205,0.1215690945786624,#a3e635,,
SchopfMoor 12,,,0.391797131688864,0.1642049398530936,#a3e635,,,,0.379519443542488,0.1601868273788499,#a3e635,,
SchopfMoor 13,,,0.402210845718195,0.1961953371941046,#a3e635,,,,0.3853459339815762,0.1837883909388827,#a3e635,,
SchopfMoor 14,,,0.4014642914306447,0.1902110633772392,#a3e635,,,,0.3768233718347141,0.1604300302728989,#a3e635,,
SchopfMoor 15,,,0.3985024804964241,0.1683408933816677,#a3e635,,,,0.3828246369903144,0.1694382101058892,#a3e635,,
SchopfMoor 16,,,0.3871597726592534,0.1359080326534875,#a3e635,,,,0.3794426683022292,0.1678089032527894,#a3e635,,
SchopfMoor 17,,,0.3940071878349294,0.155966678203058,#a3e635,,,,0.3827361538569873,0.177711854190981,#a3e635,,
SchopfMoor 18,,,0.3803402683743241,0.1047915727463508,#a3e635,,,,0.3736711363989196,0.1145033315242045,#a3e635,,
SchopfMoor 19,,,0.4022095187445949,0.1497102229038986,#a3e635,,,,0.3666956595049062,0.0867846072113736,#a3e635,,
SchopfMoor 20,,,0.4150429322599146,0.1849090184004314,#a3e635,,,,0.3655515471124302,0.09632856405348,#a3e635,,
SchopfMoor 21,,,0.4171464505555847,0.1802600055583536,#a3e635,,,,0.3669739506029971,0.0952670497212042,#a3e635,,
SchopfMoor 22,,,0.4267272817103076,0.1377000460775495,#a3e635,,,,0.3863480581752519,0.0485879216948023,#a3e635,,
SchopfMoor 23,,,0.3501237718861857,-0.0138085160830462,#eab308,,,,0.3304976151509216,-0.0742342200661627,#eab308,,
SchopfMoor 24,,,0.3244542920706301,-0.0893745077003026,#eab308,,,,0.3197163011560951,-0.1037543725869997,#eab308,,
SchopfMoor 25,,,0.3250311022387182,-0.0820797488861933,#eab308,,,,0.3194067549058408,-0.0964064182175756,#eab308,,
SchopfMoor 26,,,0.3273021930153106,-0.0725220522503854,#eab308,,,,0.3203496986025909,-0.1009721312313206,#eab308,,
SchopfMoor 27,,,0.3286246754093224,-0.0629291043338074,#eab308,,,,0.3215505521301433,-0.0941005569129636,#eab308,,
